<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.03	18:00:00	1.21384	1.21384	1.21205	1.21213	2975	0	0
2021.06.03	19:00:00	1.21213	1.21272	1.21183	1.21204	1880	0	0
2021.06.03	20:00:00	1.21204	1.21258	1.21189	1.21235	1370	0	0
2021.06.03	21:00:00	1.21235	1.21271	1.21211	1.21254	984	0	0
2021.06.03	22:00:00	1.21254	1.21339	1.21254	1.21301	1289	0	0
2021.06.03	23:00:00	1.21303	1.21305	1.21262	1.21263	828	0	0
2021.06.04	00:00:00	1.21261	1.21289	1.21243	1.21268	252	0	8
2021.06.04	01:00:00	1.21268	1.21310	1.21268	1.21306	857	0	2
2021.06.04	02:00:00	1.21306	1.21321	1.21290	1.21300	360	0	3
2021.06.04	03:00:00	1.21301	1.21301	1.21143	1.21274	2415	0	0
2021.06.04	04:00:00	1.21274	1.21303	1.21217	1.21224	2079	0	0
2021.06.04	05:00:00	1.21225	1.21246	1.21179	1.21204	1769	0	0
2021.06.04	06:00:00	1.21205	1.21213	1.21149	1.21149	1028	0	0
2021.06.04	07:00:00	1.21150	1.21164	1.21122	1.21138	1003	0	0
2021.06.04	08:00:00	1.21137	1.21144	1.21051	1.21072	1138	0	0
2021.06.04	09:00:00	1.21070	1.21133	1.21041	1.21131	2995	0	0
2021.06.04	10:00:00	1.21131	1.21179	1.21054	1.21130	3072	0	0
2021.06.04	11:00:00	1.21130	1.21171	1.21095	1.21119	2295	0	0
2021.06.04	12:00:00	1.21119	1.21170	1.21085	1.21156	1622	0	0
2021.06.04	13:00:00	1.21157	1.21179	1.21039	1.21074	1605	0	0
2021.06.04	14:00:00	1.21074	1.21186	1.21069	1.21131	2142	0	0
2021.06.04	15:00:00	1.21130	1.21746	1.21105	1.21676	11294	0	0
2021.06.04	16:00:00	1.21673	1.21818	1.21619	1.21802	5367	0	0
2021.06.04	17:00:00	1.21803	1.21856	1.21618	1.21631	4600	0	0
2021.06.04	18:00:00	1.21632	1.21735	1.21617	1.21725	3154	0	0
2021.06.04	19:00:00	1.21723	1.21748	1.21606	1.21613	1951	0	0
2021.06.04	20:00:00	1.21612	1.21656	1.21607	1.21634	1020	0	0
2021.06.04	21:00:00	1.21635	1.21676	1.21603	1.21653	958	0	0
2021.06.04	22:00:00	1.21652	1.21692	1.21638	1.21687	962	0	0
2021.06.04	23:00:00	1.21686	1.21701	1.21648	1.21660	596	0	0
2021.06.07	00:00:00	1.21619	1.21640	1.21599	1.21636	158	0	13
2021.06.07	01:00:00	1.21639	1.21667	1.21623	1.21631	720	0	4
2021.06.07	02:00:00	1.21633	1.21677	1.21629	1.21666	273	0	2
2021.06.07	03:00:00	1.21665	1.21727	1.21646	1.21672	1377	0	0
2021.06.07	04:00:00	1.21673	1.21674	1.21600	1.21610	1805	0	0
2021.06.07	05:00:00	1.21609	1.21656	1.21605	1.21630	1030	0	0
2021.06.07	06:00:00	1.21630	1.21684	1.21622	1.21675	909	0	0
2021.06.07	07:00:00	1.21675	1.21707	1.21643	1.21680	987	0	0
2021.06.07	08:00:00	1.21679	1.21681	1.21578	1.21579	917	0	0
2021.06.07	09:00:00	1.21580	1.21622	1.21512	1.21525	2125	0	0
2021.06.07	10:00:00	1.21524	1.21679	1.21448	1.21678	2947	0	0
2021.06.07	11:00:00	1.21677	1.21677	1.21520	1.21620	2466	0	0
2021.06.07	12:00:00	1.21620	1.21644	1.21527	1.21607	1873	0	0
2021.06.07	13:00:00	1.21608	1.21629	1.21503	1.21559	1471	0	0
2021.06.07	14:00:00	1.21559	1.21759	1.21549	1.21649	2583	0	0
2021.06.07	15:00:00	1.21648	1.21684	1.21600	1.21633	2025	0	0
2021.06.07	16:00:00	1.21634	1.21815	1.21613	1.21812	2824	0	0
2021.06.07	17:00:00	1.21811	1.21920	1.21738	1.21876	3108	0	0
2021.06.07	18:00:00	1.21878	1.22003	1.21853	1.21985	2133	0	0
2021.06.07	19:00:00	1.21985	1.22019	1.21938	1.21948	1249	0	0
2021.06.07	20:00:00	1.21949	1.21984	1.21914	1.21970	892	0	0
2021.06.07	21:00:00	1.21971	1.21991	1.21940	1.21945	571	0	0
2021.06.07	22:00:00	1.21946	1.21954	1.21923	1.21943	465	0	0
2021.06.07	23:00:00	1.21942	1.21942	1.21893	1.21893	610	0	0
2021.06.08	00:00:00	1.21899	1.21928	1.21890	1.21904	167	0	17
2021.06.08	01:00:00	1.21905	1.21922	1.21898	1.21918	726	0	2
2021.06.08	02:00:00	1.21917	1.21928	1.21901	1.21905	390	0	3
2021.06.08	03:00:00	1.21904	1.21941	1.21825	1.21856	1437	0	0
2021.06.08	04:00:00	1.21857	1.21908	1.21840	1.21871	1465	0	0
2021.06.08	05:00:00	1.21872	1.21884	1.21821	1.21831	1793	0	0
2021.06.08	06:00:00	1.21830	1.21832	1.21779	1.21797	2008	0	0
2021.06.08	07:00:00	1.21796	1.21810	1.21774	1.21793	712	0	0
2021.06.08	08:00:00	1.21792	1.21830	1.21762	1.21773	740	0	0
2021.06.08	09:00:00	1.21775	1.21852	1.21765	1.21769	1975	0	0
2021.06.08	10:00:00	1.21768	1.21838	1.21643	1.21727	3427	0	0
2021.06.08	11:00:00	1.21724	1.21790	1.21667	1.21761	2558	0	0
2021.06.08	12:00:00	1.21760	1.21770	1.21682	1.21743	2057	0	0
2021.06.08	13:00:00	1.21742	1.21809	1.21693	1.21777	3101	0	0
2021.06.08	14:00:00	1.21776	1.21833	1.21712	1.21781	2673	0	0
2021.06.08	15:00:00	1.21780	1.21884	1.21725	1.21757	4134	0	0
2021.06.08	16:00:00	1.21758	1.21844	1.21708	1.21827	3640	0	0
2021.06.08	17:00:00	1.21828	1.21930	1.21798	1.21860	4329	0	0
2021.06.08	18:00:00	1.21861	1.21861	1.21767	1.21793	1919	0	0
2021.06.08	19:00:00	1.21793	1.21819	1.21777	1.21782	958	0	0
2021.06.08	20:00:00	1.21781	1.21789	1.21740	1.21776	924	0	0
2021.06.08	21:00:00	1.21775	1.21819	1.21774	1.21797	597	0	0
2021.06.08	22:00:00	1.21800	1.21812	1.21712	1.21735	771	0	0
2021.06.08	23:00:00	1.21735	1.21753	1.21721	1.21726	468	0	0
2021.06.09	00:00:00	1.21733	1.21744	1.21716	1.21726	281	0	6
2021.06.09	01:00:00	1.21727	1.21734	1.21711	1.21719	468	0	5
2021.06.09	02:00:00	1.21718	1.21737	1.21711	1.21725	468	0	2
2021.06.09	03:00:00	1.21726	1.21778	1.21714	1.21750	1228	0	0
2021.06.09	04:00:00	1.21749	1.21804	1.21737	1.21801	1329	0	0
2021.06.09	05:00:00	1.21803	1.21841	1.21783	1.21840	938	0	0
2021.06.09	06:00:00	1.21839	1.21854	1.21793	1.21806	1104	0	0
2021.06.09	07:00:00	1.21805	1.21809	1.21785	1.21794	818	0	0
2021.06.09	08:00:00	1.21794	1.21801	1.21756	1.21778	605	0	0
2021.06.09	09:00:00	1.21779	1.21869	1.21763	1.21803	1686	0	0
2021.06.09	10:00:00	1.21804	1.21845	1.21761	1.21827	1964	0	0
2021.06.09	11:00:00	1.21828	1.21927	1.21816	1.21882	2822	0	0
2021.06.09	12:00:00	1.21883	1.21917	1.21838	1.21909	1547	0	0
2021.06.09	13:00:00	1.21909	1.21952	1.21885	1.21922	1291	0	0
2021.06.09	14:00:00	1.21923	1.21978	1.21896	1.21948	1592	0	0
2021.06.09	15:00:00	1.21949	1.21966	1.21894	1.21949	2386	0	0
2021.06.09	16:00:00	1.21947	1.22180	1.21945	1.22151	3306	0	0
2021.06.09	17:00:00	1.22150	1.22166	1.21813	1.21858	3764	0	0
2021.06.09	18:00:00	1.21857	1.21907	1.21831	1.21838	1801	0	0
2021.06.09	19:00:00	1.21837	1.21842	1.21741	1.21762	1374	0	0
2021.06.09	20:00:00	1.21761	1.21801	1.21753	1.21788	1268	0	0
2021.06.09	21:00:00	1.21788	1.21839	1.21780	1.21791	1077	0	0
2021.06.09	22:00:00	1.21790	1.21810	1.21744	1.21774	731	0	0
2021.06.09	23:00:00	1.21773	1.21790	1.21751	1.21788	454	0	0
2021.06.10	00:00:00	1.21776	1.21798	1.21758	1.21785	243	0	10
2021.06.10	01:00:00	1.21784	1.21792	1.21760	1.21778	233	0	2
2021.06.10	02:00:00	1.21777	1.21796	1.21766	1.21784	404	0	2
2021.06.10	03:00:00	1.21783	1.21808	1.21721	1.21729	1345	0	0
2021.06.10	04:00:00	1.21729	1.21758	1.21692	1.21699	1699	0	0
2021.06.10	05:00:00	1.21698	1.21704	1.21665	1.21667	1288	0	0
2021.06.10	06:00:00	1.21668	1.21700	1.21664	1.21695	958	0	0
2021.06.10	07:00:00	1.21695	1.21696	1.21626	1.21641	680	0	0
2021.06.10	08:00:00	1.21641	1.21681	1.21631	1.21657	782	0	0
2021.06.10	09:00:00	1.21657	1.21738	1.21616	1.21675	2173	0	0
2021.06.10	10:00:00	1.21674	1.21710	1.21533	1.21592	3869	0	0
2021.06.10	11:00:00	1.21593	1.21712	1.21587	1.21666	2781	0	0
2021.06.10	12:00:00	1.21667	1.21723	1.21634	1.21659	2370	0	0
2021.06.10	13:00:00	1.21660	1.21725	1.21598	1.21688	2352	0	0
2021.06.10	14:00:00	1.21687	1.21878	1.21663	1.21765	4407	0	0
2021.06.10	15:00:00	1.21763	1.21947	1.21482	1.21862	10390	0	0
2021.06.10	16:00:00	1.21864	1.21936	1.21431	1.21821	9007	0	0
2021.06.10	17:00:00	1.21820	1.21902	1.21708	1.21716	5291	0	0
2021.06.10	18:00:00	1.21714	1.21780	1.21619	1.21728	2769	0	0
2021.06.10	19:00:00	1.21726	1.21776	1.21646	1.21767	2032	0	0
2021.06.10	20:00:00	1.21769	1.21786	1.21721	1.21741	1288	0	0
2021.06.10	21:00:00	1.21740	1.21760	1.21714	1.21717	847	0	0
2021.06.10	22:00:00	1.21715	1.21766	1.21698	1.21704	956	0	0
2021.06.10	23:00:00	1.21703	1.21776	1.21699	1.21758	742	0	0
2021.06.11	00:00:00	1.21727	1.21760	1.21713	1.21728	189	0	15
2021.06.11	01:00:00	1.21729	1.21740	1.21704	1.21726	461	0	3
2021.06.11	02:00:00	1.21726	1.21750	1.21717	1.21725	360	0	2
2021.06.11	03:00:00	1.21726	1.21787	1.21718	1.21781	1461	0	0
2021.06.11	04:00:00	1.21781	1.21887	1.21759	1.21870	1660	0	0
2021.06.11	05:00:00	1.21870	1.21900	1.21830	1.21898	1308	0	0
2021.06.11	06:00:00	1.21897	1.21914	1.21867	1.21872	722	0	0
2021.06.11	07:00:00	1.21872	1.21904	1.21867	1.21871	615	0	0
2021.06.11	08:00:00	1.21872	1.21901	1.21857	1.21877	610	0	0
2021.06.11	09:00:00	1.21878	1.21929	1.21813	1.21834	2271	0	0
2021.06.11	10:00:00	1.21834	1.21918	1.21747	1.21828	3448	0	0
2021.06.11	11:00:00	1.21827	1.21835	1.21640	1.21658	3688	0	0
2021.06.11	12:00:00	1.21657	1.21673	1.21527	1.21542	2874	0	0
2021.06.11	13:00:00	1.21542	1.21609	1.21489	1.21512	2561	0	0
2021.06.11	14:00:00	1.21511	1.21518	1.21297	1.21323	3932	0	0
2021.06.11	15:00:00	1.21325	1.21378	1.21225	1.21288	3624	0	0
2021.06.11	16:00:00	1.21287	1.21302	1.21113	1.21215	3477	0	0
2021.06.11	17:00:00	1.21215	1.21270	1.21005	1.21094	4283	0	0
2021.06.11	18:00:00	1.21093	1.21147	1.20928	1.20999	2867	0	0
2021.06.11	19:00:00	1.20999	1.21012	1.20948	1.20964	1365	0	0
2021.06.11	20:00:00	1.20965	1.21000	1.20926	1.20997	1129	0	0
2021.06.11	21:00:00	1.20997	1.21031	1.20977	1.21027	1189	0	0
2021.06.11	22:00:00	1.21028	1.21095	1.21017	1.21091	698	0	0
2021.06.11	23:00:00	1.21092	1.21107	1.21042	1.21072	571	0	0
2021.06.14	00:00:00	1.21059	1.21091	1.21018	1.21088	447	0	8
2021.06.14	01:00:00	1.21087	1.21123	1.21010	1.21099	1091	0	2
2021.06.14	02:00:00	1.21098	1.21113	1.21076	1.21096	454	0	2
2021.06.14	03:00:00	1.21096	1.21104	1.20987	1.21001	1449	0	0
2021.06.14	04:00:00	1.21001	1.21019	1.20954	1.21005	1260	0	0
2021.06.14	05:00:00	1.21004	1.21044	1.20988	1.20990	856	0	0
2021.06.14	06:00:00	1.20990	1.21003	1.20945	1.20997	751	0	0
2021.06.14	07:00:00	1.20996	1.21048	1.20970	1.21042	829	0	0
2021.06.14	08:00:00	1.21041	1.21070	1.21014	1.21050	868	0	0
2021.06.14	09:00:00	1.21048	1.21090	1.20946	1.21038	3117	0	0
2021.06.14	10:00:00	1.21037	1.21207	1.20943	1.21182	4126	0	0
2021.06.14	11:00:00	1.21182	1.21189	1.21063	1.21090	2520	0	0
2021.06.14	12:00:00	1.21089	1.21194	1.21085	1.21131	1877	0	0
2021.06.14	13:00:00	1.21130	1.21248	1.21116	1.21210	1909	0	0
2021.06.14	14:00:00	1.21210	1.21212	1.21152	1.21159	1839	0	0
2021.06.14	15:00:00	1.21161	1.21206	1.21119	1.21195	2529	0	0
2021.06.14	16:00:00	1.21196	1.21302	1.21169	1.21216	3628	0	0
2021.06.14	17:00:00	1.21217	1.21305	1.21193	1.21236	3276	0	0
2021.06.14	18:00:00	1.21234	1.21282	1.21211	1.21249	1782	0	0
2021.06.14	19:00:00	1.21250	1.21271	1.21202	1.21222	1142	0	0
2021.06.14	20:00:00	1.21222	1.21230	1.21194	1.21217	855	0	0
2021.06.14	21:00:00	1.21216	1.21218	1.21174	1.21177	829	0	0
2021.06.14	22:00:00	1.21178	1.21230	1.21166	1.21213	779	0	0
2021.06.14	23:00:00	1.21214	1.21218	1.21173	1.21194	716	0	0
2021.06.15	00:00:00	1.21179	1.21211	1.21170	1.21194	967	0	6
2021.06.15	01:00:00	1.21195	1.21214	1.21195	1.21208	414	0	2
2021.06.15	02:00:00	1.21207	1.21236	1.21203	1.21219	562	0	2
2021.06.15	03:00:00	1.21218	1.21222	1.21137	1.21200	1286	0	0
2021.06.15	04:00:00	1.21201	1.21209	1.21147	1.21185	1676	0	0
2021.06.15	05:00:00	1.21184	1.21258	1.21162	1.21243	1345	0	0
2021.06.15	06:00:00	1.21242	1.21245	1.21190	1.21232	604	0	0
2021.06.15	07:00:00	1.21232	1.21260	1.21231	1.21258	653	0	0
2021.06.15	08:00:00	1.21259	1.21281	1.21242	1.21274	962	0	0
2021.06.15	09:00:00	1.21274	1.21370	1.21241	1.21310	2961	0	0
2021.06.15	10:00:00	1.21310	1.21474	1.21307	1.21438	3029	0	0
2021.06.15	11:00:00	1.21438	1.21456	1.21302	1.21302	2593	0	0
2021.06.15	12:00:00	1.21303	1.21306	1.21207	1.21234	2721	0	0
2021.06.15	13:00:00	1.21233	1.21274	1.21129	1.21183	1985	0	0
2021.06.15	14:00:00	1.21182	1.21207	1.21059	1.21071	2347	0	0
2021.06.15	15:00:00	1.21070	1.21187	1.21013	1.21118	3377	0	0
2021.06.15	16:00:00	1.21116	1.21297	1.21091	1.21269	3951	0	0
2021.06.15	17:00:00	1.21269	1.21304	1.21175	1.21258	3135	0	0
2021.06.15	18:00:00	1.21257	1.21311	1.21193	1.21194	2030	0	0
2021.06.15	19:00:00	1.21197	1.21260	1.21175	1.21241	1632	0	0
2021.06.15	20:00:00	1.21243	1.21265	1.21218	1.21242	979	0	0
2021.06.15	21:00:00	1.21242	1.21298	1.21233	1.21250	1148	0	0
2021.06.15	22:00:00	1.21249	1.21280	1.21226	1.21280	855	0	0
2021.06.15	23:00:00	1.21279	1.21291	1.21249	1.21256	523	0	0
2021.06.16	00:00:00	1.21260	1.21278	1.21234	1.21278	295	0	16
2021.06.16	01:00:00	1.21278	1.21283	1.21260	1.21265	428	0	4
2021.06.16	02:00:00	1.21262	1.21267	1.21235	1.21246	406	0	2
2021.06.16	03:00:00	1.21245	1.21270	1.21225	1.21226	695	0	0
2021.06.16	04:00:00	1.21226	1.21237	1.21206	1.21221	1305	0	0
2021.06.16	05:00:00	1.21221	1.21226	1.21166	1.21218	884	0	0
2021.06.16	06:00:00	1.21217	1.21250	1.21206	1.21227	725	0	0
2021.06.16	07:00:00	1.21226	1.21286	1.21221	1.21284	853	0	0
2021.06.16	08:00:00	1.21283	1.21309	1.21274	1.21299	737	0	0
2021.06.16	09:00:00	1.21298	1.21348	1.21227	1.21293	3104	0	0
2021.06.16	10:00:00	1.21294	1.21330	1.21184	1.21327	3261	0	0
2021.06.16	11:00:00	1.21327	1.21338	1.21233	1.21288	2227	0	0
2021.06.16	12:00:00	1.21287	1.21293	1.21204	1.21247	1889	0	0
2021.06.16	13:00:00	1.21248	1.21270	1.21150	1.21166	2094	0	0
2021.06.16	14:00:00	1.21166	1.21206	1.21142	1.21171	2345	0	0
2021.06.16	15:00:00	1.21171	1.21275	1.21158	1.21187	2721	0	0
2021.06.16	16:00:00	1.21188	1.21245	1.21101	1.21202	2856	0	0
2021.06.16	17:00:00	1.21203	1.21270	1.21178	1.21180	2390	0	0
2021.06.16	18:00:00	1.21183	1.21209	1.21123	1.21178	1754	0	0
2021.06.16	19:00:00	1.21179	1.21217	1.21126	1.21176	1363	0	0
2021.06.16	20:00:00	1.21175	1.21175	1.21116	1.21131	949	0	0
2021.06.16	21:00:00	1.21132	1.21132	1.20082	1.20177	21782	0	0
2021.06.16	22:00:00	1.20175	1.20367	1.20036	1.20047	8243	0	0
2021.06.16	23:00:00	1.20046	1.20117	1.19952	1.19957	2721	0	0
2021.06.17	00:00:00	1.19944	1.19969	1.19905	1.19930	644	0	6
2021.06.17	01:00:00	1.19927	1.19985	1.19924	1.19980	1081	0	2
2021.06.17	02:00:00	1.19980	1.19980	1.19866	1.19951	1463	0	1
2021.06.17	03:00:00	1.19950	1.19956	1.19840	1.19883	3869	0	0
2021.06.17	04:00:00	1.19883	1.20008	1.19876	1.19981	3311	0	0
2021.06.17	05:00:00	1.19980	1.20046	1.19977	1.20022	2266	0	0
2021.06.17	06:00:00	1.20022	1.20038	1.19936	1.19936	1129	0	0
2021.06.17	07:00:00	1.19937	1.20018	1.19932	1.20009	1220	0	0
2021.06.17	08:00:00	1.20008	1.20064	1.19958	1.20002	1689	0	0
2021.06.17	09:00:00	1.20000	1.20014	1.19733	1.19867	5722	0	0
2021.06.17	10:00:00	1.19868	1.19894	1.19425	1.19545	6673	0	0
2021.06.17	11:00:00	1.19542	1.19645	1.19361	1.19474	4869	0	0
2021.06.17	12:00:00	1.19473	1.19569	1.19421	1.19509	3768	0	0
2021.06.17	13:00:00	1.19510	1.19531	1.19261	1.19318	3670	0	0
2021.06.17	14:00:00	1.19319	1.19383	1.19289	1.19362	3507	0	0
2021.06.17	15:00:00	1.19360	1.19470	1.19302	1.19313	6056	0	0
2021.06.17	16:00:00	1.19312	1.19511	1.19272	1.19300	5381	0	0
2021.06.17	17:00:00	1.19299	1.19426	1.19210	1.19397	5521	0	0
2021.06.17	18:00:00	1.19394	1.19428	1.19059	1.19107	4931	0	0
2021.06.17	19:00:00	1.19108	1.19123	1.18916	1.18960	3678	0	0
2021.06.17	20:00:00	1.18958	1.19180	1.18957	1.19161	2989	0	0
2021.06.17	21:00:00	1.19162	1.19224	1.19104	1.19109	2235	0	0
2021.06.17	22:00:00	1.19110	1.19146	1.19005	1.19024	1921	0	0
2021.06.17	23:00:00	1.19022	1.19099	1.19008	1.19054	1250	0	0
2021.06.18	00:00:00	1.19054	1.19073	1.19048	1.19052	208	0	17
2021.06.18	01:00:00	1.19051	1.19130	1.19049	1.19114	830	0	4
2021.06.18	02:00:00	1.19119	1.19153	1.19087	1.19130	941	0	2
2021.06.18	03:00:00	1.19130	1.19135	1.19046	1.19073	2566	0	0
2021.06.18	04:00:00	1.19073	1.19154	1.19059	1.19152	2199	0	0
2021.06.18	05:00:00	1.19151	1.19199	1.19128	1.19187	1786	0	0
2021.06.18	06:00:00	1.19186	1.19250	1.19185	1.19218	1369	0	0
2021.06.18	07:00:00	1.19218	1.19219	1.19126	1.19132	1215	0	0
2021.06.18	08:00:00	1.19131	1.19142	1.18954	1.19047	3819	0	0
2021.06.18	09:00:00	1.19046	1.19088	1.18853	1.18909	6458	0	0
2021.06.18	10:00:00	1.18910	1.19198	1.18904	1.19154	5547	0	0
2021.06.18	11:00:00	1.19156	1.19244	1.19104	1.19127	4309	0	0
2021.06.18	12:00:00	1.19128	1.19220	1.19054	1.19168	3960	0	0
2021.06.18	13:00:00	1.19168	1.19222	1.19091	1.19157	3223	0	0
2021.06.18	14:00:00	1.19161	1.19162	1.19055	1.19108	2724	0	0
2021.06.18	15:00:00	1.19109	1.19118	1.18673	1.18877	7194	0	0
2021.06.18	16:00:00	1.18876	1.18876	1.18615	1.18672	5999	0	0
2021.06.18	17:00:00	1.18669	1.18781	1.18473	1.18565	8615	0	0
2021.06.18	18:00:00	1.18565	1.18733	1.18499	1.18725	6297	0	0
2021.06.18	19:00:00	1.18724	1.18822	1.18707	1.18743	3388	0	0
2021.06.18	20:00:00	1.18744	1.18819	1.18727	1.18776	2556	0	0
2021.06.18	21:00:00	1.18775	1.18788	1.18702	1.18717	3567	0	0
2021.06.18	22:00:00	1.18716	1.18781	1.18667	1.18680	2698	0	0
2021.06.18	23:00:00	1.18679	1.18698	1.18568	1.18620	1401	0	0
2021.06.21	00:00:00	1.18567	1.18651	1.18562	1.18639	348	0	4
2021.06.21	01:00:00	1.18638	1.18742	1.18625	1.18719	1034	0	2
2021.06.21	02:00:00	1.18719	1.18755	1.18690	1.18707	927	0	1
2021.06.21	03:00:00	1.18707	1.18765	1.18674	1.18724	2864	0	0
2021.06.21	04:00:00	1.18724	1.18738	1.18609	1.18612	3552	0	0
2021.06.21	05:00:00	1.18612	1.18733	1.18593	1.18656	3893	0	0
2021.06.21	06:00:00	1.18655	1.18658	1.18475	1.18561	4093	0	0
2021.06.21	07:00:00	1.18560	1.18659	1.18518	1.18659	2051	0	0
2021.06.21	08:00:00	1.18658	1.18696	1.18559	1.18687	2477	0	0
2021.06.21	09:00:00	1.18687	1.18848	1.18661	1.18755	4347	0	0
2021.06.21	10:00:00	1.18754	1.18848	1.18511	1.18819	5508	0	0
2021.06.21	11:00:00	1.18818	1.18938	1.18790	1.18931	3734	0	0
2021.06.21	12:00:00	1.18930	1.18980	1.18864	1.18978	3360	0	0
2021.06.21	13:00:00	1.18976	1.18996	1.18907	1.18951	2770	0	0
2021.06.21	14:00:00	1.18950	1.18968	1.18846	1.18948	3091	0	0
2021.06.21	15:00:00	1.18947	1.18954	1.18848	1.18926	3491	0	0
2021.06.21	16:00:00	1.18927	1.19118	1.18896	1.19110	4759	0	0
2021.06.21	17:00:00	1.19111	1.19207	1.19090	1.19106	6331	0	0
2021.06.21	18:00:00	1.19104	1.19168	1.19031	1.19087	3368	0	0
2021.06.21	19:00:00	1.19086	1.19213	1.19071	1.19191	1647	0	0
2021.06.21	20:00:00	1.19191	1.19210	1.19137	1.19139	2699	0	0
2021.06.21	21:00:00	1.19138	1.19160	1.19080	1.19081	2517	0	0
2021.06.21	22:00:00	1.19083	1.19195	1.19083	1.19184	1778	0	0
2021.06.21	23:00:00	1.19185	1.19203	1.19153	1.19178	1118	0	0
2021.06.22	00:00:00	1.19161	1.19180	1.19139	1.19173	158	0	24
2021.06.22	01:00:00	1.19174	1.19200	1.19132	1.19137	1109	0	2
2021.06.22	02:00:00	1.19138	1.19179	1.19102	1.19120	1253	0	2
2021.06.22	03:00:00	1.19118	1.19143	1.19050	1.19081	1591	0	0
2021.06.22	04:00:00	1.19080	1.19087	1.19007	1.19065	2712	0	0
2021.06.22	05:00:00	1.19065	1.19108	1.19025	1.19108	1778	0	0
2021.06.22	06:00:00	1.19107	1.19151	1.19086	1.19117	1285	0	0
2021.06.22	07:00:00	1.19117	1.19122	1.19023	1.19027	890	0	0
2021.06.22	08:00:00	1.19029	1.19053	1.18917	1.18917	1323	0	0
2021.06.22	09:00:00	1.18918	1.19047	1.18916	1.18991	4331	0	0
2021.06.22	10:00:00	1.18991	1.19113	1.18956	1.19018	4591	0	0
2021.06.22	11:00:00	1.19017	1.19024	1.18921	1.18965	3176	0	0
2021.06.22	12:00:00	1.18964	1.18994	1.18809	1.18837	2963	0	0
2021.06.22	13:00:00	1.18838	1.18969	1.18838	1.18932	2211	0	0
2021.06.22	14:00:00	1.18933	1.19026	1.18912	1.18938	2055	0	0
2021.06.22	15:00:00	1.18940	1.18977	1.18821	1.18929	3806	0	0
2021.06.22	16:00:00	1.18928	1.19105	1.18899	1.19037	5750	0	0
2021.06.22	17:00:00	1.19027	1.19102	1.18961	1.18991	5223	0	0
2021.06.22	18:00:00	1.18991	1.19119	1.18973	1.19104	4034	0	0
2021.06.22	19:00:00	1.19103	1.19425	1.19072	1.19346	3781	0	0
2021.06.22	20:00:00	1.19347	1.19386	1.19317	1.19348	2128	0	0
2021.06.22	21:00:00	1.19346	1.19455	1.19343	1.19358	2175	0	0
2021.06.22	22:00:00	1.19357	1.19526	1.19353	1.19413	2315	0	0
2021.06.22	23:00:00	1.19412	1.19421	1.19379	1.19407	1231	0	0
2021.06.23	00:00:00	1.19368	1.19401	1.19367	1.19393	418	0	9
2021.06.23	01:00:00	1.19394	1.19431	1.19393	1.19393	584	0	2
2021.06.23	02:00:00	1.19394	1.19423	1.19364	1.19364	760	0	2
2021.06.23	03:00:00	1.19364	1.19401	1.19297	1.19319	2228	0	0
2021.06.23	04:00:00	1.19321	1.19346	1.19232	1.19241	2543	0	0
2021.06.23	05:00:00	1.19241	1.19249	1.19203	1.19243	1852	0	0
2021.06.23	06:00:00	1.19244	1.19273	1.19213	1.19224	820	0	0
2021.06.23	07:00:00	1.19225	1.19228	1.19191	1.19192	693	0	0
2021.06.23	08:00:00	1.19193	1.19288	1.19159	1.19267	1544	0	0
2021.06.23	09:00:00	1.19266	1.19371	1.19221	1.19275	3975	0	0
2021.06.23	10:00:00	1.19274	1.19389	1.19114	1.19381	5482	0	0
2021.06.23	11:00:00	1.19382	1.19455	1.19326	1.19327	3399	0	0
2021.06.23	12:00:00	1.19326	1.19412	1.19325	1.19407	2268	0	0
2021.06.23	13:00:00	1.19405	1.19497	1.19366	1.19432	2762	0	0
2021.06.23	14:00:00	1.19431	1.19519	1.19388	1.19410	3478	0	0
2021.06.23	15:00:00	1.19411	1.19552	1.19401	1.19538	3111	0	0
2021.06.23	16:00:00	1.19535	1.19701	1.19493	1.19696	5209	0	0
2021.06.23	17:00:00	1.19694	1.19694	1.19471	1.19472	4649	0	0
2021.06.23	18:00:00	1.19472	1.19508	1.19428	1.19497	3540	0	0
2021.06.23	19:00:00	1.19498	1.19500	1.19342	1.19356	2373	0	0
2021.06.23	20:00:00	1.19357	1.19384	1.19287	1.19371	2324	0	0
2021.06.23	21:00:00	1.19372	1.19377	1.19287	1.19291	1388	0	0
2021.06.23	22:00:00	1.19292	1.19296	1.19195	1.19240	1073	0	0
2021.06.23	23:00:00	1.19241	1.19289	1.19209	1.19264	1416	0	0
2021.06.24	00:00:00	1.19260	1.19279	1.19245	1.19273	201	0	17
2021.06.24	01:00:00	1.19272	1.19330	1.19264	1.19316	482	0	2
2021.06.24	02:00:00	1.19317	1.19318	1.19263	1.19297	612	0	2
2021.06.24	03:00:00	1.19297	1.19337	1.19274	1.19308	2185	0	0
2021.06.24	04:00:00	1.19308	1.19325	1.19193	1.19266	2205	0	0
2021.06.24	05:00:00	1.19266	1.19283	1.19208	1.19259	2097	0	0
2021.06.24	06:00:00	1.19260	1.19262	1.19210	1.19214	926	0	0
2021.06.24	07:00:00	1.19214	1.19260	1.19214	1.19240	853	0	0
