<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.05.30	14:00:00	1.07316	1.07446	1.07306	1.07440	3867	0	0
2023.05.30	15:00:00	1.07440	1.07466	1.07214	1.07223	4687	0	0
2023.05.30	16:00:00	1.07223	1.07386	1.07186	1.07300	4851	0	0
2023.05.30	17:00:00	1.07300	1.07407	1.07204	1.07275	6716	0	0
2023.05.30	18:00:00	1.07274	1.07283	1.07196	1.07215	3452	0	0
2023.05.30	19:00:00	1.07215	1.07271	1.07163	1.07209	2476	0	0
2023.05.30	20:00:00	1.07208	1.07216	1.07143	1.07169	2065	0	0
2023.05.30	21:00:00	1.07169	1.07208	1.07142	1.07195	1801	0	0
2023.05.30	22:00:00	1.07193	1.07303	1.07180	1.07299	1904	0	0
2023.05.30	23:00:00	1.07299	1.07347	1.07273	1.07347	602	0	0
2023.05.31	00:00:00	1.07331	1.07346	1.07281	1.07322	338	0	9
2023.05.31	01:00:00	1.07321	1.07336	1.07313	1.07323	245	0	1
2023.05.31	02:00:00	1.07322	1.07357	1.07305	1.07315	798	0	0
2023.05.31	03:00:00	1.07315	1.07356	1.07273	1.07350	1851	0	0
2023.05.31	04:00:00	1.07350	1.07354	1.07118	1.07132	3342	0	0
2023.05.31	05:00:00	1.07132	1.07148	1.07027	1.07047	2674	0	0
2023.05.31	06:00:00	1.07046	1.07050	1.06943	1.06978	1831	0	0
2023.05.31	07:00:00	1.06977	1.07006	1.06951	1.06980	1341	0	0
2023.05.31	08:00:00	1.06981	1.06988	1.06849	1.06974	3581	0	0
2023.05.31	09:00:00	1.06975	1.06980	1.06794	1.06848	4429	0	0
2023.05.31	10:00:00	1.06846	1.06846	1.06698	1.06740	5347	0	0
2023.05.31	11:00:00	1.06740	1.06769	1.06586	1.06597	4596	0	0
2023.05.31	12:00:00	1.06600	1.06763	1.06600	1.06760	3798	0	0
2023.05.31	13:00:00	1.06759	1.06787	1.06677	1.06763	2808	0	0
2023.05.31	14:00:00	1.06762	1.06872	1.06748	1.06798	3236	0	0
2023.05.31	15:00:00	1.06797	1.06874	1.06792	1.06809	3529	0	0
2023.05.31	16:00:00	1.06808	1.07051	1.06783	1.06914	5182	0	0
2023.05.31	17:00:00	1.06913	1.06916	1.06574	1.06611	10493	0	0
2023.05.31	18:00:00	1.06612	1.06673	1.06511	1.06526	5839	0	0
2023.05.31	19:00:00	1.06527	1.06541	1.06350	1.06380	3843	0	0
2023.05.31	20:00:00	1.06379	1.06699	1.06353	1.06631	4291	0	0
2023.05.31	21:00:00	1.06631	1.06798	1.06630	1.06740	3467	0	0
2023.05.31	22:00:00	1.06741	1.06889	1.06705	1.06862	2871	0	0
2023.05.31	23:00:00	1.06863	1.06920	1.06858	1.06888	870	0	0
2023.06.01	00:00:00	1.06879	1.06891	1.06812	1.06856	272	0	9
2023.06.01	01:00:00	1.06853	1.06944	1.06853	1.06929	525	0	0
2023.06.01	02:00:00	1.06930	1.06972	1.06927	1.06934	996	0	0
2023.06.01	03:00:00	1.06934	1.06951	1.06854	1.06866	1950	0	0
2023.06.01	04:00:00	1.06865	1.06933	1.06803	1.06913	3017	0	0
2023.06.01	05:00:00	1.06912	1.06939	1.06882	1.06903	2161	0	0
2023.06.01	06:00:00	1.06904	1.06934	1.06854	1.06872	1789	0	0
2023.06.01	07:00:00	1.06871	1.06915	1.06812	1.06817	1641	0	0
2023.06.01	08:00:00	1.06816	1.06847	1.06759	1.06772	2161	0	0
2023.06.01	09:00:00	1.06771	1.06854	1.06733	1.06842	3565	0	0
2023.06.01	10:00:00	1.06840	1.06866	1.06618	1.06703	5137	0	0
2023.06.01	11:00:00	1.06702	1.06868	1.06646	1.06868	3786	0	0
2023.06.01	12:00:00	1.06867	1.07097	1.06829	1.07088	3256	0	0
2023.06.01	13:00:00	1.07088	1.07147	1.07007	1.07087	3379	0	0
2023.06.01	14:00:00	1.07088	1.07156	1.07050	1.07061	2938	0	0
2023.06.01	15:00:00	1.07061	1.07115	1.06846	1.07080	7364	0	0
2023.06.01	16:00:00	1.07080	1.07312	1.07030	1.07286	6138	0	0
2023.06.01	17:00:00	1.07307	1.07419	1.07211	1.07314	8202	0	0
2023.06.01	18:00:00	1.07315	1.07537	1.07281	1.07508	4271	0	0
2023.06.01	19:00:00	1.07508	1.07640	1.07479	1.07600	2830	0	0
2023.06.01	20:00:00	1.07600	1.07643	1.07557	1.07641	1902	0	0
2023.06.01	21:00:00	1.07640	1.07685	1.07614	1.07617	2040	0	0
2023.06.01	22:00:00	1.07616	1.07629	1.07569	1.07622	1467	0	0
2023.06.01	23:00:00	1.07623	1.07634	1.07588	1.07617	413	0	0
2023.06.02	00:00:00	1.07616	1.07616	1.07576	1.07591	290	0	20
2023.06.02	01:00:00	1.07590	1.07652	1.07586	1.07652	312	0	0
2023.06.02	02:00:00	1.07653	1.07654	1.07596	1.07606	644	0	0
2023.06.02	03:00:00	1.07605	1.07643	1.07582	1.07618	1639	0	0
2023.06.02	04:00:00	1.07617	1.07665	1.07588	1.07614	2121	0	0
2023.06.02	05:00:00	1.07615	1.07670	1.07608	1.07654	1709	0	0
2023.06.02	06:00:00	1.07654	1.07690	1.07633	1.07679	1718	0	0
2023.06.02	07:00:00	1.07679	1.07685	1.07620	1.07630	1455	0	0
2023.06.02	08:00:00	1.07630	1.07723	1.07621	1.07714	1864	0	0
2023.06.02	09:00:00	1.07715	1.07790	1.07661	1.07708	2905	0	0
2023.06.02	10:00:00	1.07708	1.07760	1.07602	1.07619	4080	0	0
2023.06.02	11:00:00	1.07619	1.07771	1.07601	1.07742	2969	0	0
2023.06.02	12:00:00	1.07741	1.07769	1.07602	1.07672	3424	0	0
2023.06.02	13:00:00	1.07671	1.07748	1.07656	1.07673	2540	0	0
2023.06.02	14:00:00	1.07673	1.07692	1.07576	1.07577	2676	0	0
2023.06.02	15:00:00	1.07576	1.07672	1.07351	1.07474	8504	0	0
2023.06.02	16:00:00	1.07473	1.07709	1.07404	1.07422	6605	0	0
2023.06.02	17:00:00	1.07424	1.07497	1.07211	1.07232	6506	0	0
2023.06.02	18:00:00	1.07234	1.07297	1.07176	1.07232	3546	0	0
2023.06.02	19:00:00	1.07231	1.07237	1.07085	1.07099	2453	0	0
2023.06.02	20:00:00	1.07100	1.07157	1.07074	1.07100	2198	0	0
2023.06.02	21:00:00	1.07101	1.07152	1.07056	1.07123	1777	0	0
2023.06.02	22:00:00	1.07123	1.07143	1.07064	1.07078	1277	0	0
2023.06.02	23:00:00	1.07078	1.07086	1.07051	1.07061	396	0	0
2023.06.05	00:00:00	1.07079	1.07086	1.07066	1.07068	90	0	25
2023.06.05	01:00:00	1.07068	1.07079	1.07014	1.07014	531	0	0
2023.06.05	02:00:00	1.07013	1.07016	1.06938	1.06970	1351	0	0
2023.06.05	03:00:00	1.06971	1.06973	1.06902	1.06937	2270	0	0
2023.06.05	04:00:00	1.06937	1.07016	1.06908	1.07013	3074	0	0
2023.06.05	05:00:00	1.07012	1.07046	1.06986	1.07002	1899	0	0
2023.06.05	06:00:00	1.07001	1.07040	1.06992	1.07025	1427	0	0
2023.06.05	07:00:00	1.07024	1.07033	1.06966	1.07000	1300	0	0
2023.06.05	08:00:00	1.07000	1.07037	1.06940	1.07016	1952	0	0
2023.06.05	09:00:00	1.07013	1.07013	1.06891	1.06936	3260	0	0
2023.06.05	10:00:00	1.06936	1.06994	1.06834	1.06900	5048	0	0
2023.06.05	11:00:00	1.06899	1.06979	1.06854	1.06960	3318	0	0
2023.06.05	12:00:00	1.06959	1.06990	1.06901	1.06923	2800	0	0
2023.06.05	13:00:00	1.06922	1.06948	1.06867	1.06929	2222	0	0
2023.06.05	14:00:00	1.06927	1.06950	1.06848	1.06895	2154	0	0
2023.06.05	15:00:00	1.06895	1.06915	1.06745	1.06789	3391	0	0
2023.06.05	16:00:00	1.06787	1.06914	1.06778	1.06806	4344	0	0
2023.06.05	17:00:00	1.06806	1.07223	1.06806	1.07106	8993	0	0
2023.06.05	18:00:00	1.07105	1.07207	1.07031	1.07207	3066	0	0
2023.06.05	19:00:00	1.07206	1.07211	1.07099	1.07116	2059	0	0
2023.06.05	20:00:00	1.07115	1.07140	1.07073	1.07129	1571	0	0
2023.06.05	21:00:00	1.07128	1.07173	1.07108	1.07138	1935	0	0
2023.06.05	22:00:00	1.07138	1.07174	1.07112	1.07123	1486	0	0
2023.06.05	23:00:00	1.07124	1.07134	1.07098	1.07128	373	0	0
2023.06.06	00:00:00	1.07123	1.07128	1.07093	1.07105	290	0	20
2023.06.06	01:00:00	1.07105	1.07141	1.07095	1.07136	381	0	0
2023.06.06	02:00:00	1.07135	1.07141	1.07074	1.07114	939	0	0
2023.06.06	03:00:00	1.07113	1.07168	1.07098	1.07160	1158	0	0
2023.06.06	04:00:00	1.07161	1.07170	1.07127	1.07155	1815	0	0
2023.06.06	05:00:00	1.07156	1.07247	1.07154	1.07183	2055	0	0
2023.06.06	06:00:00	1.07184	1.07194	1.07143	1.07160	1107	0	0
2023.06.06	07:00:00	1.07159	1.07240	1.07150	1.07233	2451	0	0
2023.06.06	08:00:00	1.07232	1.07313	1.07227	1.07248	2093	0	0
2023.06.06	09:00:00	1.07251	1.07329	1.07214	1.07242	3632	0	0
2023.06.06	10:00:00	1.07242	1.07274	1.07071	1.07147	5776	0	0
2023.06.06	11:00:00	1.07147	1.07150	1.06952	1.06994	4912	0	0
2023.06.06	12:00:00	1.06993	1.07011	1.06893	1.06921	2967	0	0
2023.06.06	13:00:00	1.06922	1.06995	1.06825	1.06976	3177	0	0
2023.06.06	14:00:00	1.06977	1.07003	1.06763	1.06769	2738	0	0
2023.06.06	15:00:00	1.06768	1.06837	1.06670	1.06706	3860	0	0
2023.06.06	16:00:00	1.06705	1.06827	1.06691	1.06724	4366	0	0
2023.06.06	17:00:00	1.06725	1.06911	1.06710	1.06907	4613	0	0
2023.06.06	18:00:00	1.06906	1.06967	1.06846	1.06943	3298	0	0
2023.06.06	19:00:00	1.06943	1.06977	1.06874	1.06882	1907	0	0
2023.06.06	20:00:00	1.06883	1.06883	1.06822	1.06857	1154	0	0
2023.06.06	21:00:00	1.06858	1.06963	1.06847	1.06942	1616	0	0
2023.06.06	22:00:00	1.06941	1.06960	1.06903	1.06918	1448	0	0
2023.06.06	23:00:00	1.06918	1.06932	1.06904	1.06923	353	0	0
2023.06.07	00:00:00	1.06933	1.06949	1.06921	1.06937	84	0	7
2023.06.07	01:00:00	1.06937	1.06951	1.06931	1.06950	180	0	0
2023.06.07	02:00:00	1.06950	1.06990	1.06926	1.06985	637	0	0
2023.06.07	03:00:00	1.06986	1.07044	1.06973	1.07004	1566	0	0
2023.06.07	04:00:00	1.07003	1.07015	1.06929	1.06964	2478	0	0
2023.06.07	05:00:00	1.06963	1.06966	1.06887	1.06928	1714	0	0
2023.06.07	06:00:00	1.06929	1.06935	1.06894	1.06927	1426	0	0
2023.06.07	07:00:00	1.06927	1.06956	1.06895	1.06905	836	0	0
2023.06.07	08:00:00	1.06905	1.06906	1.06833	1.06850	1564	0	0
2023.06.07	09:00:00	1.06849	1.06860	1.06727	1.06766	3053	0	0
2023.06.07	10:00:00	1.06765	1.06863	1.06684	1.06843	4083	0	0
2023.06.07	11:00:00	1.06842	1.06933	1.06793	1.06930	2797	0	0
2023.06.07	12:00:00	1.06930	1.06976	1.06900	1.06961	2990	0	0
2023.06.07	13:00:00	1.06962	1.07185	1.06962	1.07150	2967	0	0
2023.06.07	14:00:00	1.07149	1.07230	1.07129	1.07156	3152	0	0
2023.06.07	15:00:00	1.07154	1.07179	1.07053	1.07159	3634	0	0
2023.06.07	16:00:00	1.07159	1.07387	1.07141	1.07372	4757	0	0
2023.06.07	17:00:00	1.07371	1.07397	1.07031	1.07077	8072	0	0
2023.06.07	18:00:00	1.07076	1.07106	1.06952	1.07010	4026	0	0
2023.06.07	19:00:00	1.07011	1.07064	1.06928	1.06934	2948	0	0
2023.06.07	20:00:00	1.06933	1.06995	1.06911	1.06988	2511	0	0
2023.06.07	21:00:00	1.06987	1.07032	1.06973	1.07023	1988	0	0
2023.06.07	22:00:00	1.07022	1.07052	1.06936	1.06936	1879	0	0
2023.06.07	23:00:00	1.06937	1.06999	1.06937	1.06982	545	0	0
2023.06.08	00:00:00	1.06975	1.06981	1.06946	1.06978	147	0	14
2023.06.08	01:00:00	1.06978	1.07017	1.06978	1.06993	410	0	0
2023.06.08	02:00:00	1.06994	1.07072	1.06968	1.07069	895	0	0
2023.06.08	03:00:00	1.07069	1.07100	1.07060	1.07084	1788	0	0
2023.06.08	04:00:00	1.07085	1.07100	1.07031	1.07088	2005	0	0
2023.06.08	05:00:00	1.07087	1.07115	1.07066	1.07067	1741	0	0
2023.06.08	06:00:00	1.07067	1.07109	1.07057	1.07082	1432	0	0
2023.06.08	07:00:00	1.07082	1.07135	1.07055	1.07115	1313	0	0
2023.06.08	08:00:00	1.07115	1.07171	1.07091	1.07101	1904	0	0
2023.06.08	09:00:00	1.07100	1.07191	1.07075	1.07112	2843	0	0
2023.06.08	10:00:00	1.07111	1.07131	1.07010	1.07129	3959	0	0
2023.06.08	11:00:00	1.07130	1.07299	1.07098	1.07268	3712	0	0
2023.06.08	12:00:00	1.07267	1.07339	1.07209	1.07288	3069	0	0
2023.06.08	13:00:00	1.07289	1.07329	1.07261	1.07299	2169	0	0
2023.06.08	14:00:00	1.07297	1.07393	1.07239	1.07357	2823	0	0
2023.06.08	15:00:00	1.07358	1.07590	1.07335	1.07469	6284	0	0
2023.06.08	16:00:00	1.07468	1.07690	1.07419	1.07655	6306	0	0
2023.06.08	17:00:00	1.07656	1.07758	1.07618	1.07692	5276	0	0
2023.06.08	18:00:00	1.07692	1.07833	1.07671	1.07786	3647	0	0
2023.06.08	19:00:00	1.07787	1.07870	1.07771	1.07846	2528	0	0
2023.06.08	20:00:00	1.07846	1.07856	1.07779	1.07781	2151	0	0
2023.06.08	21:00:00	1.07781	1.07823	1.07778	1.07791	1697	0	0
2023.06.08	22:00:00	1.07792	1.07798	1.07737	1.07790	1355	0	0
2023.06.08	23:00:00	1.07789	1.07821	1.07789	1.07817	400	0	0
2023.06.09	00:00:00	1.07812	1.07841	1.07792	1.07814	174	0	9
2023.06.09	01:00:00	1.07812	1.07841	1.07806	1.07840	233	0	0
2023.06.09	02:00:00	1.07840	1.07849	1.07817	1.07818	692	0	0
2023.06.09	03:00:00	1.07820	1.07851	1.07813	1.07820	1669	0	0
2023.06.09	04:00:00	1.07821	1.07851	1.07796	1.07807	2176	0	0
2023.06.09	05:00:00	1.07807	1.07813	1.07757	1.07770	1561	0	0
2023.06.09	06:00:00	1.07769	1.07802	1.07766	1.07778	1147	0	0
2023.06.09	07:00:00	1.07776	1.07785	1.07746	1.07753	1012	0	0
2023.06.09	08:00:00	1.07753	1.07839	1.07752	1.07779	1427	0	0
2023.06.09	09:00:00	1.07780	1.07820	1.07725	1.07785	2860	0	0
2023.06.09	10:00:00	1.07787	1.07797	1.07674	1.07754	4217	0	0
2023.06.09	11:00:00	1.07754	1.07757	1.07593	1.07632	3496	0	0
2023.06.09	12:00:00	1.07633	1.07681	1.07583	1.07585	2816	0	0
2023.06.09	13:00:00	1.07585	1.07628	1.07565	1.07613	2655	0	0
2023.06.09	14:00:00	1.07612	1.07818	1.07602	1.07729	3089	0	0
2023.06.09	15:00:00	1.07730	1.07841	1.07634	1.07670	5180	0	0
2023.06.09	16:00:00	1.07669	1.07751	1.07614	1.07710	5110	0	0
2023.06.09	17:00:00	1.07710	1.07732	1.07538	1.07566	4768	0	0
2023.06.09	18:00:00	1.07566	1.07596	1.07466	1.07479	3323	0	0
2023.06.09	19:00:00	1.07478	1.07523	1.07435	1.07482	2608	0	0
2023.06.09	20:00:00	1.07483	1.07522	1.07463	1.07485	1607	0	0
2023.06.09	21:00:00	1.07485	1.07507	1.07458	1.07497	1344	0	0
2023.06.09	22:00:00	1.07496	1.07507	1.07428	1.07440	1010	0	0
2023.06.09	23:00:00	1.07440	1.07498	1.07439	1.07495	484	0	0
2023.06.12	00:00:00	1.07464	1.07479	1.07435	1.07442	261	0	22
2023.06.12	01:00:00	1.07439	1.07487	1.07433	1.07449	365	0	0
2023.06.12	02:00:00	1.07449	1.07515	1.07439	1.07500	880	0	0
2023.06.12	03:00:00	1.07501	1.07505	1.07443	1.07454	1237	0	0
2023.06.12	04:00:00	1.07454	1.07460	1.07361	1.07367	2217	0	0
2023.06.12	05:00:00	1.07368	1.07386	1.07331	1.07384	1797	0	0
2023.06.12	06:00:00	1.07381	1.07415	1.07363	1.07408	1508	0	0
2023.06.12	07:00:00	1.07407	1.07446	1.07389	1.07410	1429	0	0
2023.06.12	08:00:00	1.07410	1.07504	1.07405	1.07491	1716	0	0
2023.06.12	09:00:00	1.07490	1.07536	1.07454	1.07491	2288	0	0
2023.06.12	10:00:00	1.07488	1.07722	1.07440	1.07695	4208	0	0
2023.06.12	11:00:00	1.07695	1.07840	1.07680	1.07770	3914	0	0
2023.06.12	12:00:00	1.07771	1.07901	1.07746	1.07852	3395	0	0
2023.06.12	13:00:00	1.07853	1.07875	1.07674	1.07726	3619	0	0
2023.06.12	14:00:00	1.07725	1.07754	1.07613	1.07628	2908	0	0
2023.06.12	15:00:00	1.07628	1.07712	1.07606	1.07662	3299	0	0
2023.06.12	16:00:00	1.07663	1.07714	1.07429	1.07531	4660	0	0
2023.06.12	17:00:00	1.07530	1.07616	1.07451	1.07473	5000	0	0
2023.06.12	18:00:00	1.07473	1.07567	1.07444	1.07461	3488	0	0
2023.06.12	19:00:00	1.07462	1.07517	1.07438	1.07487	2330	0	0
2023.06.12	20:00:00	1.07486	1.07540	1.07449	1.07534	1997	0	0
2023.06.12	21:00:00	1.07534	1.07591	1.07504	1.07559	1823	0	0
2023.06.12	22:00:00	1.07559	1.07633	1.07559	1.07601	1575	0	0
2023.06.12	23:00:00	1.07601	1.07603	1.07579	1.07581	437	0	0
2023.06.13	00:00:00	1.07574	1.07574	1.07518	1.07563	118	0	16
2023.06.13	01:00:00	1.07562	1.07614	1.07562	1.07601	340	0	0
2023.06.13	02:00:00	1.07600	1.07642	1.07593	1.07623	1077	0	0
2023.06.13	03:00:00	1.07622	1.07666	1.07595	1.07606	1321	0	0
